ONEOFF_PURCHASES,PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
170,1,1,189.433393,0.5,12
0,0,0,,0,9
393.49,0.166667,0,213.548011,0,12
0,0.75,0.666667,2308.020257,0,12
0,0.916667,0.916667,85.99372,0.272727,12
0,0,0,332.480788,1,12
0,0,0,1043.148468,0,12
0,0.833333,0.833333,170.492035,0.166667,12
0,0,0,477.001326,0.090909,12
2161.22,0.75,0,148.790482,0.222222,12
0,0,0,25697.63772,0,12
0,1,1,194.026175,0.75,12
0,0,0,673.513777,0,12
1449.92,1,1,385.003688,0.083333,12
796.74,0.857143,0.714286,252.66907,0,7
0,0.333333,0.25,384.449529,0,12
0,0,0,1454.215974,0,12
715.81,0.333333,0,724.758705,0,12
1203.69,0.9,0.5,149.966517,0.25,10
0,0.5,0.5,44.25482,0.545455,12
0,1,1,2149.990102,0.166667,12
201,0.333333,0.166667,183.50739,0,12
0,0.916667,0.833333,141.652641,0.3,12
86.9,0.083333,0,210.961925,0,12
1424.87,0.75,0.5,204.877516,0.083333,12
140,0.666667,0.666667,56.937337,0,12
0,1,1,1230.452069,0,12
0,0,0,519.49072,0,12
0,0.857143,0.714286,1517.202791,0,7
1380,0.666667,0.333333,177.124786,0.5,12
354,0.166667,0,211.04268,0,12
745.82,0.25,0.166667,110.486344,0,12
361,0.666667,0.583333,139.685178,0.818182,12
175,0.166667,0,223.193529,0,12
0,0,0.166667,331.10383,0,12
0,1,0.9,131.349565,1,10
0,0,0,473.448279,0.25,12
0,0,0,837.7785,0,12
0,0,0,825.529474,0,12
1554.89,0.5,0.083333,486.702058,0,12
0,0,0,515.520727,0,12
0,0.083333,0.083333,175.836378,1,12
0,0,0,217.958559,0,12
0,0,0,114.91159,0.333333,12
607,0.916667,0,906.697643,0,12
1027.64,0.5,0,106.407569,0.5,12
0,0,0,405.72085,0,12
0,0.5,0.416667,229.157988,0,12
2154.34,0.833333,0.083333,184.805024,0.166667,12
0,0.083333,0.083333,,0,12
480,0.666667,0,86.542118,0,6
0,0.583333,0.583333,935.878792,0,12
140,0.833333,0.666667,3231.905456,0,6
0,0,0,598.910658,0,12
0,0,0,257.650259,0.25,7
84.8,0.666667,0.583333,135.26688,0.666667,12
0,0,0,429.217423,0.166667,12
0,0.25,0.166667,124.16248,1,12
865.78,1,0.583333,948.702747,0,12
2931.91,1,1,1879.122243,0,12
717.24,1,0,3843.924668,0,12
3000.97,1,1,232.694923,0.916667,12
548.79,0.583333,0,852.200705,0.083333,12
0,0.5,0.416667,276.484296,0,12
2961.8,1,1,520.454965,0,12
115.5,0.166667,0,356.432463,0,12
0,0,0,1076.233929,0,12
345.3,0.166667,0,2784.103858,0,12
818.73,0.583333,0.25,592.444909,0,12
0,0,0,4974.373221,0,12
0,0.636364,0.545455,108.827629,0.4,11
248.75,0.166667,0,562.654151,0,12
0,0,0,1633.85526,0.083333,12
0,0.5,0.416667,1704.533297,0,12
0,0.416667,0.333333,2670.210603,0,12
0,0,0,97.986182,0,7
0,0,0,1789.614843,0,12
0,1,1,943.46896,0.083333,12
447.6,0.833333,0.75,279.421489,0,12
0,1,0.875,111.312954,0.666667,8
0,0.5,0.416667,212.119486,0,12
825.89,1,0.333333,344.205824,0,12
0,0,0,684.647727,0.166667,12
13,0.5,0.416667,174.71331,0,12
0,0.583333,0.5,173.58488,0.4,12
290.6,1,0,170.973738,0.083333,12
519.79,0.583333,0,436.088187,0,12
70,0.083333,0,178.912575,0.166667,12
0,0.916667,0.833333,179.698273,0,12
0,0,0,921.100658,0,12
0,0,0,226.016919,0,12
0,0,0,927.057881,0,12
0,0,0,600.297574,0,12
0,1,1,179.077671,0.25,12
1071.7,0.25,0.25,80.470536,0.181818,12
0,0,0,1562.665426,0,12
920.54,0.9,0.8,960.131857,0,10
0,0,0,194.539211,0.083333,12
189.85,0.333333,0,100.687061,0,12
0,0,0,1605.355165,0,12
0,0,0,11.51534,1,12
3531.24,0.833333,0.75,1583.370963,0,12
0,0,0,655.620366,0,12
210.7,0.833333,0.666667,164.106431,0,12
0,0,0,308.017569,0,12
500.39,0.916667,0.666667,3049.937917,0,12
0,0,0,4814.853217,0,12
0,0.090909,0.090909,208.367436,0,11
2094.44,1,1,5573.463031,0,12
0,0,0,640.261805,0,12
1339.26,0.916667,0.833333,462.419982,0,12
2123.9,1,1,427.14706,0,12
1420.58,1,0.833333,960.856638,0,12
229.48,0.25,0,132.864883,0,12
84,0.666667,0.5,185.502626,0.5,12
997.29,1,1,387.473541,0,12
971.2,0.166667,0,124.779308,0.666667,12
0,0,0,159.136566,0,12
98.83,0.454545,0,145.320085,0.666667,11
0,0,0,316.230814,0,12
4440.8,0.583333,0,119.097785,0.75,12
0,0,0,334.635642,0,11
0,0.5,0.416667,893.368255,0.083333,12
0,0,0,551.721679,0,12
305.6,0.166667,0,1602.370029,0,12
313.08,1,1,182.23728,1,12
273.94,0.909091,0.909091,148.914581,0.272727,11
669.9,0.5,0.083333,647.309788,0,12
0,0,0,607.334479,0,12
368.47,0.083333,0,167.4688,1,12
50,0.083333,0,162.04957,0,12
0,0.416667,0.416667,861.298259,0,12
0,0,0,362.96484,0,8
0,0.583333,0.583333,,0,12
0,0,0,228.206218,0,12
992.88,0.416667,0,148.537836,0,12
4939.1,0.666667,0,5234.368383,0,12
0,0.25,0.25,492.588377,0,12
99,0.333333,0,85.643203,0,12
0,1,0.888889,122.280528,1,9
0,0,0,329.166007,0.083333,12
33.6,0.25,0.083333,93.628909,0.2,12
2517.43,0.9,0.6,558.834333,0,10
48.78,0.083333,0,259.3518,0,12
1468.1,0.833333,0,110.071016,0.5,12
0,0.666667,0.583333,632.198197,0,12
25.69,0.083333,0,128.336305,0,12
385.29,0.666667,0.5,213.8837,0,12
0,0,0,2164.447843,0,12
1974,0.75,0.583333,774.60303,0,12
230,0.166667,0,271.562248,0,12
0,0.416667,0.416667,222.654608,0.142857,12
0,0,0,,0,6
349.12,0.25,0,163.463142,0,12
344.91,0.666667,0.416667,161.467632,0.625,12
0,0,0,910.703762,0,12
111.7,0.375,0.125,118.313994,1,8
45.65,0.083333,0,456.016895,0,12
242.9,0.083333,0,174.958496,0,12
0,0,0,765.099049,0,12
400.19,1,0,177.221407,0.727273,12
0,0.2,0.1,148.330512,0,10
203.96,0.666667,0.25,369.130795,0,12
0,0,0,173.667325,0,12
0,0,0,1310.022633,0,11
0,1,1,598.649198,0,12
0,0,0,755.249544,0,12
374.64,0.833333,0.833333,988.408977,0,12
243,0.333333,0,919.446681,0,12
165,0.833333,0.75,184.635553,0,12
0,0,0,185.379277,0.166667,12
0,0.333333,0.333333,337.959338,0,12
763.82,0.75,0.666667,244.198717,0,12
257.34,0.416667,0.166667,189.1629,0,12
0,1,1,1046.955311,0,12
844.99,0.833333,0.666667,191.069553,0,6
0,1,1,2256.223464,0,12
830.45,0.416667,0,239.606651,0,12
507,1,1,1375.326986,0,12
540,0.083333,0,1147.961544,0,12
1990.05,1,1,186.295633,1,12
278.48,1,1,794.825011,0,12
7841.79,1,1,235.88019,1,12
405.93,0.111111,0,165.599724,0,9
0,0.833333,0.833333,174.799517,0.083333,12
190,0.083333,0,331.294133,0,12
0,1,0.833333,69.3025,0.25,6
0,0,0,250.571856,0,12
0,0,0,2108.574767,0.083333,12
0,0,0,39.551362,0,7
0,0,0,369.688294,0,12
0,0.583333,0.583333,125.684033,0.166667,12
1321.52,0.25,0,264.030133,0,12
872.64,0.916667,0.416667,212.082883,0,12
0,0.666667,0.583333,100.53897,0.4,12
284.29,0.25,0.25,195.006921,0.4,12
200,0.916667,0.916667,173.221204,0.5,12
1823.02,0.916667,0.916667,244.279734,0,12
0,0,0,545.874795,0,11
456.7,0.25,0,163.340754,0,12
69,0.583333,0.416667,280.482025,0,12
306.18,1,0.916667,324.863481,0.1,12
0,0.083333,0.083333,206.637191,0,12
0,0,0,1031.5915,0,12
289.3,0.25,0.166667,172.765035,0,12
0,0.916667,0.916667,162.258275,0.5,12
270,0.25,0.083333,122.063597,0.111111,12
0,0.416667,0.416667,104.5487,0.272727,12
979.99,0.666667,0.5,1262.016427,0,12
0,0.5,0.416667,166.102478,0.666667,12
435.04,0.916667,0,847.988773,0,12
0,0.5,0.5,162.175915,1,12
1614.64,0.583333,0.083333,81.667964,0.333333,12
0,0.636364,0.545455,210.538977,0,11
701.61,1,1,185.418931,1,12
0,0,0,746.430888,0,12
110,0.083333,0,73.146612,0,12
1401.15,0.916667,0.333333,179.553478,0.083333,12
0,0.416667,0.416667,174.299229,0,12
1399.55,0.916667,0,209.623931,0.3,12
482.9,0.916667,0.75,247.277952,0.333333,12
218.8,0.833333,0.666667,72.016021,0.2,12
0,0,0,1296.671661,0.142857,12
0,0.416667,0.416667,700.486647,0.090909,12
0,0.166667,0.166667,,0,12
0,0,0,1583.295751,0,12
0,0.25,0.166667,256.977391,0,12
321.07,0.916667,0,52.529089,0,12
2073.54,0.75,0,156.422554,0.333333,12
0,0,0,1880.717414,0,10
0,0.166667,0.083333,100.347627,0,12
1076.95,1,1,708.700191,0,12
0,0,0,1085.79506,0,12
1220.45,0.916667,0.5,351.43166,0,12
1553.8,0.5,0,125.895667,0.8,12
0,0.416667,0.416667,95.4525,0.3,12
1709,0.111111,0,259.56173,0,9
0,0.833333,0.833333,68.98672,0.4,12
149.55,0.083333,0,97.176376,0,12
0,0.583333,0.5,99.133361,0.5,12
0,1,1,124.544483,0.416667,12
45.65,0.666667,0.666667,591.385845,0,12
0,0.416667,0.416667,232.286208,0,12
1716.02,1,0.75,769.790351,0,12
190,0.333333,0.25,132.889435,1,12
0,1,1,798.373689,0,12
0,0.416667,0.333333,173.942309,1,12
146.73,0.166667,0,523.086888,0.083333,12
76,1,1,332.553992,0.090909,12
0,1,1,78.175369,0.4,12
0,0,0,1029.681413,0,11
319.67,0.666667,0,55.782805,0,6
638.34,1,0.166667,147.236428,1,12
813.02,1,0.583333,167.076537,0,12
0,0,0,293.203915,0,12
655.68,1,0.083333,148.487769,0.272727,12
1014.32,1,1,200.435964,0,12
1748.94,0.7,0.6,472.103929,0,10
1613.06,0.833333,0.5,144.660755,0.636364,12
26.6,0.5,0.416667,3171.185979,0,12
0,0,0,548.26632,0,12
0,0,0,436.589785,0,12
462.33,0.571429,0,318.922693,0,7
5016.08,1,1,811.061687,0,12
483.4,0.083333,0,280.049702,0,12
0,1,1,449.515886,0.083333,12
0,0,0,877.674613,0,12
408.59,0.25,0,250.856639,0.125,12
0,0,0,251.393985,0,7
122.9,0.916667,0.916667,390.404693,0,12
0,0,0,203.285024,0,11
2583.82,1,0.416667,1245.948419,0,12
365.51,0.833333,0.75,807.008705,0,12
208.49,0.833333,0.75,559.391166,0,12
266,0.222222,0,302.737808,0,9
0,0,0,587.112789,0,12
0,1,1,166.626282,0,12
743.99,0.909091,0.636364,141.64886,0.875,11
0,0,0,163.934517,0.090909,11
1000.12,0.666667,0.416667,361.259813,0,12
84,0.083333,0,222.202924,0.3,12
0,0.5,0.5,99.168927,0.181818,12
328.1,0.166667,0,117.947254,0,12
60,0.083333,0,122.06814,0,12
246.29,0.181818,0,23.3231,0,11
281.7,0.083333,0,75.081916,0,12
0,0,0,517.090852,0.090909,12
815.65,0.5,0.083333,1010.532573,0,12
0,0,0,496.404113,0,12
0,0.916667,0.916667,14.094123,0,12
59.8,0.166667,0,119.964053,0,12
0,1,1,257.56864,0,6
130,1,0.857143,100.59858,0,7
0,0,0,,0,9
0,0,0,7751.321328,0,12
0,0,0,748.670976,0,12
62.53,0.083333,0,110.864194,0.090909,12
133.9,0.416667,0.333333,1135.596349,0,12
918.48,0.333333,0.25,176.445411,0,12
1352.52,0.083333,0,760.415003,0,12
0,0,0,902.109479,0,12
0,0,0,282.262223,0,12
3215.54,1,1,203.066713,1,12
0,1,1,171.950243,0,12
0,0,0,229.914965,0.142857,9
0,0,0,301.842645,0,12
0,0.166667,0.083333,14.83825,0,12
0,0,0,407.81451,0,12
37.3,0.166667,0,176.441403,0,12
0,0,0,186.033645,0,12
0,0.833333,0.833333,141.988053,0.363636,12
2907.18,1,1,239.701062,0.181818,12
1427.43,0.666667,0.166667,1682.737989,0,12
832.7,0.666667,0,226.573606,0,12
99.8,0.083333,0,512.876256,0.111111,12
0,0.083333,0.083333,14.369082,0,12
0,0.833333,0.833333,156.23979,0.9,12
1690.63,1,1,182.974604,1,12
177.62,0.166667,0,624.924987,0,12
0,0.545455,0.454545,97.910986,0.714286,11
0,0,0,229.044312,0,12
71.3,0.333333,0.333333,241.434175,0.4,12
39,0.666667,0.666667,149.753219,0.111111,12
26.49,0.083333,0,42.09528,0,12
0,0.25,0.166667,889.485238,0,12
0,0,0,336.627401,0,12
0,0.25,0.25,,0,12
441.9,0.583333,0.5,611.827896,0,12
1093,0.333333,0,218.206833,0,12
0,0,0,929.740389,0,12
209.1,0.25,0,417.620633,0,12
1327.83,0.75,0.666667,555.596549,0,12
0,1,1,170.367631,0.166667,12
219.98,1,1,8296.912755,0,12
0,1,1,848.308643,0,12
9.03,1,1,615.208288,0,12
1681.89,1,0.666667,193.289032,1,12
0,0,0,28.024972,0.333333,8
1262.28,0.25,0,218.810614,0.125,12
0,0,0,145.244181,0,11
88.04,0.083333,0,85.677168,0,12
0,0,0,379.91166,0,12
0,1,1,806.258492,0.083333,12
117.23,0.083333,0,1017.299239,0,12
692.52,1,0,2532.728316,0,12
0,1,0.916667,166.265696,0.2,12
0,0,0,1193.658503,0,12
0,0,0,1115.092967,0.083333,12
1865.55,0.583333,0,232.309851,0.090909,12
631.13,0.5,0.416667,257.745004,0,12
2422.55,0.272727,0.272727,1385.561503,0,11
1004.9,0.583333,0,466.169801,0,12
0,1,1,,0,12
3035.9,1,1,415.452888,0,12
95,0.166667,0,84.010008,0,12
233.35,0.333333,0,336.726753,0,12
495,0.166667,0,1006.907571,0.083333,12
2951.93,0.333333,0,11142.93224,0,12
1029.29,0.416667,0,170.881343,0,12
0,0.25,0.25,,0,12
22.03,1,1,50.283744,0.545455,12
133.31,0.583333,0.416667,106.476161,0.625,12
1479.24,1,1,795.275831,0,12
0,0,0,748.463466,0,12
139.5,0.25,0,167.323383,0.090909,12
1072.51,0.583333,0.083333,211.335301,0,12
626.4,0.666667,0.666667,855.287602,0,12
0,0,0,205.177541,0,12
1321.1,1,0.083333,502.626418,0,12
0,0,0,982.558921,0.142857,12
8775.37,1,0.25,2618.776868,0,12
0,0,0,1142.583303,0,12
290,1,0.833333,155.518201,0.5,12
0,0.833333,0.5,85.653871,1,6
1292.78,0.5,0.333333,1032.193959,0,12
3396.25,0.833333,0.5,407.886506,0.416667,12
699,0.083333,0,166.648868,0,12
0,0,0,291.705634,0,12
0,0.583333,0.583333,1673.959822,0,12
1009.85,1,0.666667,195.514075,0.416667,12
2814.23,1,0,662.5686,0,12
250,0.083333,0,159.142575,0,12
0,0.166667,0.166667,170.357282,0,12
1200,0.25,0.166667,262.884347,0.083333,12
0,0.083333,0.083333,1102.034141,0,12
39.8,0.083333,0,907.682774,0,12
0,0.857143,0.714286,85.417572,0,7
0,0,0,240.79407,0.1,12
0,0,0,217.630638,0,12
247.88,0.875,0.75,111.639152,1,8
0,0.5,0.416667,364.334809,0.111111,12
3817.98,1,1,188.019302,1,12
0,0,0,267.650667,0.111111,12
0,0.166667,0.166667,,0,12
0,0.75,0.666667,7960.080674,0.090909,12
1862.96,0.416667,0,323.536714,0,12
1002.22,0.916667,0.75,255.931146,0,12
0,0,0,638.475926,0,12
2506.84,0.75,0.5,233.649807,0.25,12
0,0,0,380.286525,0,12
7916.74,1,1,214.210554,0.916667,12
0,1,1,173.332353,0.666667,12
405,1,0,424.343093,0,11
726.88,1,1,161.824942,0.583333,12
103.27,0.25,0,254.195184,0,12
310.19,0.571429,0.142857,586.992382,0,7
9081.24,1,0.916667,3537.101876,0,12
0,1,0.833333,83.215986,1,6
0,1,1,223.538858,0.25,12
20,0.083333,0,277.580245,0,12
0,1,1,175.62276,0.545455,12
279.71,0.25,0,1211.424432,0.166667,12
0,0.545455,0.454545,76.744713,0.125,11
0,0,0,1629.315325,0,12
0,0,0,519.856738,0,12
347.24,1,1,119.087402,0,12
0,1,1,167.215217,1,12
1237.92,1,0.083333,177.486834,1,12
0,0,0,69.470274,0.181818,12
542.34,0.25,0,113.60971,1,8
0,0,0,1259.264875,0,12
0,0,0,665.402509,0.2,12
0,1,1,208.663344,0,12
1216.7,0.5,0,188.958312,0,12
248.7,0.583333,0.166667,169.840535,0.2,12
220.48,0.083333,0,60.558319,0,12
0,1,1,135.20894,0.3,12
890,0.833333,0.833333,717.304514,0.181818,12
85,0.833333,0.75,95.057442,0.5,12
0,0,0,127.577579,1,12
1529.8,1,1,178.290009,1,12
0,0,0,13350.55682,0,12
134.9,1,1,172.662882,0.333333,12
0,0.75,0.75,151.915915,0.333333,12
114,0.1,0,,0,10
0,0,0,471.692662,0,12
483.65,0.5,0,211.310481,0.2,12
0,0,0,287.194759,0,12
2326.09,0.833333,0.833333,240.332998,0.3,12
1848.24,0.75,0,427.761699,0,12
3527.65,0.666667,0.166667,252.01094,0.166667,12
399.76,1,1,413.007713,0,12
0,0.5,0.5,1752.604791,0,12
2479.1,0.75,0.416667,161.92571,0.8,12
0,0,0,602.777344,0,12
0,0.833333,0.75,203.807999,0.666667,12
2489.35,1,0.583333,363.926512,0,12
0,1,1,176.797021,0.083333,12
0,0,0,297.132962,0,12
0,0,0,9294.994141,0,12
438.57,0.727273,0.545455,159.094115,0,11
64.69,0.083333,0,81.447345,0,12
69,0.083333,0,46.267546,0,12
79.62,0.083333,0,1040.283795,0.1,12
0,0,0,395.344077,0,12
0,0.25,0.166667,68.370436,0.181818,12
0,0.25,0.25,375.127536,0,12
1108.54,0.583333,0,831.65824,0,12
2200,0.333333,0.083333,727.429491,0.1,12
0,0,0,,0,12
484.88,0.727273,0.090909,345.557752,0,11
199,0.416667,0.166667,190.314886,0,12
0,1,1,178.871755,1,12
163,0.916667,0.75,8724.958739,0,12
0,0.166667,0.166667,800.097611,0,12
0,0.083333,0.083333,111.741197,0,12
0,0.083333,0.083333,35.978677,0.333333,12
232.93,0.5,0,152.762176,0.083333,12
31.5,0.75,0.583333,566.947431,0.090909,12
0,0.083333,0.083333,209.339591,0,12
0,0.916667,0.833333,541.368131,0,12
49.8,0.5,0.333333,131.972396,0.111111,12
1386.67,0.833333,0.75,601.921408,0,12
0,0,0,558.717246,0,12
0,0.083333,0.083333,300.921255,0,12
0,0,0,1107.973906,0,12
0,0,0,334.618726,0,11
50,0.083333,0,91.526002,0,12
0,0,0,568.672226,0,12
0,1,1,163.327553,0.416667,12
941.41,1,0.25,163.177278,0.727273,12
3818.84,0.916667,0.666667,425.9899,0,12
650.9,0.5,0.166667,366.004256,0,12
0,0.666667,0.666667,96.044022,0,12
150,0.25,0.166667,1378.644403,0,12
0,1,1,175.221326,0.75,12
0,0,0,612.068106,0,12
274.19,1,1,521.675562,0,12
1696.94,1,0.75,184.69761,0.833333,12
1591.05,1,1,245.746831,0.083333,12
0,0.333333,0.333333,,0,12
64.71,0.083333,0,2791.366849,0.083333,12
45,0.416667,0.25,1252.705624,0,12
0,0,0,638.672701,0.125,12
0,0.666667,0.583333,940.119465,0,12
325,0.666667,0.25,151.156275,0.4,12
40,0.083333,0,679.004285,0,12
0,0,0,298.701546,0,12
167,0.083333,0,404.439747,0,12
0,0.333333,0.333333,244.376255,0,12
0,1,1,107.187821,0.090909,12
1000,0.875,0.875,185.857663,0.4,8
211.07,0.25,0,186.548599,0.1,12
185.63,0.25,0,441.741032,0.083333,12
0,0,0,198.55418,0,11
3780.51,1,1,186.941527,1,12
0,0,0,1051.709303,0,9
0,0,0,6038.567518,0,12
7875.08,0.916667,0.75,131.710372,0.875,12
0,1,0.833333,,0,6
0,0,0,228.826381,0,8
427.02,0.909091,0.818182,115.044143,0.454545,11
0,0.833333,0.833333,13.714895,0,12
0,0,0,436.115043,0,12
0,0,0,146.079539,0.125,12
0,0,0,457.524824,0,12
81,0.583333,0.5,179.622447,1,12
215.18,0.833333,0.666667,185.805592,0,12
0,0,0,318.94963,0,6
98,0.666667,0.666667,47.676403,0,12
1814.42,1,1,537.587864,0,12
114,0.083333,0,768.591692,0,12
103,0.125,0,410.484825,0,8
0,0,0,1010.781349,0,8
0,0,0,503.505212,0,12
0,0.583333,0.583333,99.423595,0.142857,12
1000,1,0.857143,380.796942,0.333333,7
935.82,1,0.75,181.386587,0.833333,12
519.8,0.666667,0.583333,1279.813588,0,12
0,1,1,1592.232637,0,12
0,0,0,1718.462688,0,12
0,0.75,0.75,,0,12
0,0,0,,0,12
90,0.083333,0,765.036103,0,12
283.36,0.833333,0.666667,97.68575,0,6
0,0.666667,0.583333,99.124898,0,12
0,0,0,675.460542,0,12
524.8,0.416667,0.333333,277.233099,0,12
945.43,0.583333,0,1950.911172,0,12
0,0.5,0.416667,180.598109,0.444444,12
125.32,0.083333,0,633.370465,0,12
614.5,1,1,188.5229,1,12
0,1,1,156.086837,0.454545,12
0,0,0,282.085369,0,12
0,0,0,,0,9
368.96,0.25,0.166667,161.497921,0.363636,12
1737.1,1,1,260.772338,0,12
195,0.333333,0.25,1933.376383,0,12
0,0.75,0.666667,1187.72741,0,12
1587.68,1,1,573.258246,0.090909,12
585.5,0.25,0.166667,217.823333,0.571429,12
607.36,1,0,192.60691,1,12
0,0.916667,0.916667,177.102986,0.818182,12
73.42,0.083333,0,1141.633296,0,12
424.6,1,0.833333,87.775306,1,6
0,0,0,14.418723,0,6
0,0,0,2351.635775,0,12
799.04,0.5,0.25,400.00556,0,12
0,0.583333,0.583333,142.662885,0.857143,12
0,0.833333,0.75,208.322149,0.166667,12
1592.99,1,0.833333,2828.269468,0,12
0,0,0,56.782521,0.090909,12
72.52,0.142857,0,,0,7
0,0,0,685.694358,0,12
6182.78,1,0.666667,222.118023,0.666667,12
855.27,0.545455,0,438.190574,0,11
166.9,0.166667,0,1860.072318,0,12
453,0.5,0,317.061706,0,12
245.85,0.333333,0,686.649339,0,12
2355.11,1,1,532.466094,0,12
2870.42,0.916667,0.5,165.366492,0.916667,12
0,0.166667,0.083333,,0,12
320,0.166667,0,978.223,0,6
3853.49,1,0.5,454.273077,0,12
0,1,1,1694.702504,0,12
0,0.5,0.5,678.63587,0,12
507.57,0.083333,0,34.488495,0,12
0,0.181818,0.090909,911.267314,0,11
2711.9,1,0,1040.884331,0,12
359,0.4,0,379.055818,0,10
987.45,0.333333,0,,0,6
4055.8,0.5,0.416667,328.151043,0,12
0,0.333333,0.25,101.35824,0.272727,12
0,0.916667,1,55.660981,0,12
0,0,0,201.815134,0.083333,12
904.2,0.833333,0.75,234.745291,0.166667,12
940,0.166667,0,179.692509,0,12
1081,0.25,0,190.606207,0,12
0,0.833333,0.833333,149.944032,0.8,12
0,0,0,724.561182,0,12
841,1,0.916667,1014.663188,0,12
0,1,1,170.144183,0,12
1129.3,1,1,224.493971,0.5,12
170,0.083333,0,616.813089,0,12
0,0.583333,0.5,196.881446,0,12
0,0,0,920.525945,0,12
0,0.714286,0.714286,127.592031,0,7
0,0,0,481.397375,0,12
211.8,0.714286,0.571429,95.587203,0.333333,7
331.52,0.166667,0,394.681018,0,12
0,0.416667,0.416667,203.987924,0,12
299.5,0.75,0.666667,186.149348,1,12
0,1,1,128.726662,1,10
0,0.833333,0.833333,163.703623,0.916667,12
0,0,0,296.752391,0,12
0,0.142857,0.142857,37.947135,0,7
216.17,0.5,0.083333,393.128829,0,12
1552.31,0.833333,0.166667,2025.836483,0.090909,12
381.49,0.916667,0.333333,85.160646,0.4,12
0,0,0,352.084649,0,12
0,1,0.916667,146.043815,0.3,12
0,0.083333,0.083333,17.530337,0,12
0,0.5,0.416667,1645.535202,0,12
590,0.375,0,181.398536,0,8
0,1,1,270.413449,0,12
0,0.583333,0.583333,1246.237666,0,12
1333.71,1,0.916667,169.41646,1,12
0,0,0,85.227184,0.083333,12
0,0,0,195.799861,0,12
816.07,1,0.416667,203.927038,0.75,12
0,1,1,3339.39289,0,12
0,0,0,156.935733,0.090909,12
0,0,0,1135.449267,0,12
0,0,0,613.519804,0,12
0,0.857143,0.714286,96.572665,0.428571,7
1975.55,0.916667,0.5,431.266392,0,12
0,0,0,732.984374,0,12
168.27,1,1,178.816786,0.833333,12
4246.5,1,0.833333,523.348392,0,12
486.94,0.25,0,130.716778,0.333333,12
1025.94,0.875,0.75,119.295167,0,8
611.04,0.25,0.166667,173.812568,1,12
3377.15,1,0.666667,230.464797,0.25,12
105.3,1,1,5743.736444,0,12
270,0.166667,0,1197.398596,0,12
0,0.416667,0.333333,1080.480612,0.1,12
0,0,0,289.050092,0,12
0,0,0,440.128449,0,12
0,1,1,2413.233231,0.833333,12
306.91,0.272727,0,2096.962594,0,11
0,1,0.909091,17.826933,0,11
0,0.5,0.416667,1187.591705,0,12
1080.18,0.666667,0.583333,274.582036,0,12
0,1,0.833333,88.187856,0.5,6
70,0.083333,0,85.073591,0,12
0,0,0,491.098362,0,11
723.02,1,0.083333,177.213829,0.5,12
0,0,0,1532.092391,0,12
0,0,0,1437.438437,0,12
0,0,0,286.69926,0,12
0,1,1,31871.36379,0,12
0,1,1,1555.793076,0.083333,12
0,0,0,232.422715,0,8
86.63,0.5,0.25,750.333981,0,12
0,0.5,0.5,146.818553,0.777778,12
51.05,1,1,164.505587,0.666667,12
0,1,1,157.784568,0.083333,12
0,0.333333,0.333333,169.705471,0.8,12
198,0.75,0.625,113.077567,1,8
600,0.083333,0,92.393376,0,12
0,0.916667,0.916667,508.470423,0,12
0,0.833333,0.833333,178.096603,0.727273,12
398.67,1,1,176.161796,1,12
796.07,0.545455,0.363636,4628.802111,0,11
0,0,0,2869.727066,0,12
142.52,0.083333,0,191.258003,0,12
60,0.083333,0,274.519006,0,12
785.69,0.416667,0,619.376955,0,12
927.57,0.416667,0.083333,443.406361,0,12
0,0.166667,0.166667,206.106505,0,12
609.4,0.636364,0.454545,128.25155,0,11
0,0,0,1343.985397,0,12
99.59,0.5,0.416667,658.460719,0,12
0,0.333333,0.333333,,0,12
0,1,1,167.93554,0.833333,12
0,0,0,616.532252,0,12
0,0,0,612.656741,0,12
151.42,0.75,0.583333,711.024081,0,12
0,0.083333,0.083333,343.940892,0,12
78,1,1,182.841487,0.75,12
0,0,0,747.172775,0,9
0,1,1,153.221194,0.5,12
0,0,0,1187.871281,0,12
1440.48,1,0,291.857209,0,12
404,0.166667,0,201.135008,0,12
39.58,0.083333,0,204.226245,0,12
3373.7,0.833333,0,490.378067,0,12
903,0.090909,0,193.903676,0,11
962.12,0.583333,0,645.551427,0,12
0,0.75,0.666667,112.041868,0.333333,12
1475.56,1,1,4239.303788,0,12
29,0.083333,0.083333,41.839613,0.181818,12
1053.08,1,1,1635.841661,0,12
0,0,0,2701.584337,0,12
311.1,0.5,0.5,478.802097,0,12
103,1,1,542.14663,0,12
661.45,1,0.857143,126.503057,0,7
0,0,0,2094.307389,0,12
90,0.5,0.3,136.109592,0,10
3705.15,0.833333,0.666667,109.759102,1,6
772.6,0.75,0.416667,606.899998,0,12
0,0,0,1840.913723,0,12
0,0.916667,0.916667,150.500248,0.166667,12
255.32,1,1,3148.909502,0.083333,12
0,0,0,833.953708,0,11
0,0,0,54.371074,0,12
1507.56,0.583333,0.083333,314.375296,0.166667,12
864.28,1,1,240.060933,0.083333,12
82.41,0.166667,0,723.343619,0,12
694.73,0.583333,0.333333,1452.265916,0,12
22101.78,0.333333,0,6764.853481,0.25,12
10,1,0.916667,703.203441,0,12
0,0,0,1092.950836,0,11
225.5,1,1,425.812312,0,12
331.96,0.5,0.416667,472.486843,0,12
0,0,0,320.494371,0.2,12
