Teenhome,Fruits,AcceptedCmp2,Response,Spent,Children,Family_Size
1,0,0,0,982,1,1
0,0,0,0,44,1,1
1,33,0,1,318,2,3
1,23,0,0,434,1,2
1,16,0,0,198,2,3
1,4,0,0,359,1,2
0,151,0,0,576,0,1
1,0,0,0,88,2,2
0,1,0,1,63,1,2
0,2,0,1,27,1,1
0,34,0,0,193,1,2
0,3,0,1,101,1,1
0,143,0,0,2211,0,1
1,1,0,0,140,1,2
1,7,0,0,415,2,2
1,0,0,0,22,1,2
1,4,0,0,263,2,3
0,2,0,0,393,0,1
0,15,0,0,147,1,2
1,19,0,0,443,1,2
0,37,0,1,1958,0,0
1,15,0,0,174,1,2
0,24,0,1,2217,0,0
1,33,0,0,1691,1,1
1,2,0,0,25,2,3
0,21,0,1,809,0,1
0,23,0,1,895,0,1
1,22,0,0,484,1,2
0,3,0,0,413,1,2
1,38,0,0,331,1,1
0,2,0,0,25,1,1
0,2,0,0,13,1,1
0,17,0,1,115,1,2
0,3,0,0,16,0,0
1,0,0,0,92,2,2
1,0,0,0,52,1,2
1,80,0,0,1464,1,2
1,0,0,0,441,1,1
1,2,0,0,283,1,1
1,14,0,0,747,1,2
0,51,0,0,1870,0,0
0,1,0,0,165,1,1
0,43,0,1,1941,0,1
0,122,0,0,839,0,1
0,112,0,1,1655,0,0
1,1,0,0,23,2,3
0,3,0,1,66,0,1
1,1,0,0,37,2,3
1,0,0,0,21,2,2
2,0,0,0,22,3,4
0,4,0,0,78,1,2
0,10,0,0,79,1,2
1,27,0,0,265,2,3
1,57,0,0,1175,1,2
1,43,0,0,1305,1,2
0,3,0,0,46,1,2
1,1,0,0,25,2,3
0,3,0,0,46,0,0
1,8,0,1,874,1,2
0,17,0,0,100,1,2
1,44,0,1,930,1,1
1,35,0,0,868,1,2
0,1,0,0,45,1,2
1,60,0,0,1260,1,2
0,29,0,0,414,1,2
1,17,0,0,392,1,2
1,82,0,0,1109,2,3
1,90,0,0,639,1,1
0,0,0,0,79,1,2
0,154,0,0,1665,0,1
0,47,0,0,692,0,0
2,89,0,0,1392,3,3
0,6,0,0,44,1,2
0,0,0,0,50,1,2
0,37,0,0,467,1,2
0,7,0,0,223,1,1
1,0,0,0,158,1,2
0,0,0,0,1211,0,1
0,161,0,1,1575,1,1
0,26,0,0,1208,0,1
1,2,0,0,43,2,3
1,4,0,0,527,2,2
1,35,0,0,932,1,1
1,0,0,0,71,2,2
1,0,0,0,54,2,3
0,6,0,0,129,0,0
0,159,0,0,1615,1,1
1,88,0,0,1034,1,1
1,17,0,0,1088,1,2
0,0,0,0,137,1,2
0,54,0,0,1244,0,1
1,1,0,0,41,2,3
1,80,0,0,1174,1,2
1,35,0,0,993,1,1
0,15,0,0,100,0,1
1,33,0,0,1680,1,2
0,1,0,0,98,1,2
0,3,0,0,48,1,2
1,4,0,0,519,1,2
1,178,0,0,715,1,2
0,0,0,0,37,1,2
0,83,0,1,653,0,0
0,120,0,0,1455,0,1
0,60,0,1,602,1,1
0,0,0,0,26,1,2
0,3,0,0,102,0,0
0,26,0,0,176,1,2
1,6,0,0,433,1,2
0,12,0,0,1366,0,1
1,38,0,0,1001,1,2
0,25,0,0,961,0,1
1,73,0,0,1518,1,2
0,11,0,0,56,1,1
1,1,0,0,22,1,2
1,7,0,1,400,2,2
0,1,0,0,26,0,1
1,24,0,0,350,1,2
0,102,0,1,1216,0,0
1,8,0,1,874,1,2
1,1,0,0,40,2,3
0,132,0,0,1367,0,1
1,4,0,0,264,2,2
0,55,0,1,2053,1,2
1,12,1,0,1376,1,2
1,0,0,0,45,2,3
1,0,0,0,976,1,2
0,3,0,1,51,1,2
1,24,0,0,1264,1,2
0,7,0,0,75,0,1
0,12,0,0,57,1,2
1,1,0,0,140,1,2
1,35,0,1,497,1,1
1,2,0,0,266,1,2
0,59,0,1,2006,0,0
1,10,0,0,615,2,2
0,17,0,0,1021,0,1
1,2,0,0,22,2,3
1,4,0,0,133,1,2
1,3,0,0,437,1,2
1,28,0,0,1013,1,2
0,7,0,0,57,1,2
1,71,0,0,1038,1,2
0,42,0,0,1573,0,0
0,2,0,0,28,1,1
0,5,0,0,123,1,2
1,0,0,0,13,2,3
1,2,0,0,132,1,2
1,72,0,0,732,1,2
1,0,0,0,66,2,3
0,15,1,0,1631,0,1
1,0,0,0,608,1,2
0,0,0,1,1822,0,1
0,63,0,1,1282,0,1
1,0,0,0,8,3,4
0,0,0,0,43,1,1
0,0,0,1,1931,0,0
0,1,0,0,8,0,1
0,3,0,0,103,1,2
0,67,0,0,1169,0,0
1,11,0,0,395,1,2
1,0,0,0,258,2,2
0,3,0,0,25,1,1
1,12,0,0,185,1,1
1,3,0,1,180,2,2
0,0,0,0,22,1,1
1,2,0,0,44,2,3
1,4,0,0,94,2,2
0,24,0,0,81,0,1
1,7,0,0,798,1,1
0,72,0,1,1334,0,0
0,0,0,0,38,1,2
2,4,0,0,61,3,4
1,11,0,0,300,2,3
1,0,0,0,88,1,2
1,1,0,0,54,2,3
0,32,0,0,1782,0,1
0,9,0,0,68,1,2
1,0,0,0,258,2,2
0,1,0,0,31,1,2
0,3,0,0,66,1,2
1,8,0,0,174,2,2
1,2,0,0,28,1,2
1,7,0,0,731,1,2
1,15,0,0,274,1,1
1,30,0,1,1701,1,2
0,12,0,0,312,1,2
1,19,0,0,414,1,2
0,73,0,0,1565,0,0
0,3,0,0,29,1,1
0,1,0,0,94,1,1
1,69,0,0,1338,1,1
0,28,1,1,1092,0,0
0,144,0,0,1479,0,1
1,4,0,0,54,2,2
1,5,0,0,568,1,1
0,10,1,1,1199,0,0
1,155,0,0,873,1,2
1,19,0,0,1213,1,2
1,0,0,0,731,1,2
0,37,0,1,2043,0,1
0,68,0,0,1893,0,0
1,3,0,0,424,1,1
1,10,0,0,575,1,2
1,6,0,0,257,1,2
0,2,0,0,56,1,2
1,0,0,0,542,1,2
0,36,0,0,125,0,1
0,8,0,0,69,1,1
1,0,0,0,40,1,2
1,142,0,0,1016,1,2
1,50,0,0,907,1,2
0,76,0,0,1566,0,1
0,67,0,0,1169,0,1
0,9,0,0,46,1,2
0,47,0,1,1644,0,0
1,1,0,0,59,2,2
0,1,0,0,17,0,1
0,54,0,1,1853,0,1
1,80,0,1,1528,1,2
1,0,0,0,35,2,2
0,7,0,0,141,0,0
1,8,0,0,546,1,2
1,0,0,1,500,2,3
1,1,0,0,61,2,3
0,11,0,0,106,1,1
1,21,0,0,704,1,1
1,3,0,1,424,1,1
1,124,0,0,849,1,2
0,0,0,0,85,0,1
1,0,0,0,199,2,2
1,129,0,0,1147,1,2
1,0,0,0,54,2,3
1,3,0,0,43,1,2
1,0,0,0,53,2,2
1,29,0,0,521,1,1
0,71,0,0,1623,0,1
1,2,0,0,45,2,2
0,51,0,0,1435,0,0
1,4,0,0,32,1,2
1,2,0,0,16,2,3
0,3,0,0,52,1,2
0,194,0,0,1234,0,0
0,1,0,0,15,1,2
0,3,0,0,415,1,2
1,31,0,0,470,1,2
0,26,0,1,1438,0,0
0,8,0,0,53,1,2
2,12,0,0,51,3,4
1,6,0,0,679,1,1
1,24,0,0,586,2,3
1,5,0,0,653,2,3
1,7,0,0,468,1,1
0,2,0,0,50,2,3
0,3,0,0,84,1,1
0,10,0,0,1049,0,0
0,1,0,0,22,0,0
0,14,0,0,62,1,2
0,3,0,0,30,1,2
1,43,0,0,1341,1,2
1,0,0,0,444,3,4
0,48,0,0,1241,0,0
1,30,0,0,843,1,2
1,3,0,1,172,2,3
